,Estado,Cidade,Valor_aluguel,Valor_condomínio,Valor_iptu,Área_total,Qt_quartos,Qt_vagas,Qt_banheiros,Academia,Acesso_para_deficientes,Ar_condicionado,Área_de_serviço,Armário_embutido,Armário_na_cozinha,Bicicletário,Churrasqueira,Circuito_de_segurança,Conexão_à_internet,Elevador,Espaço_gourmet,Garagem,Interfone,Lavanderia,Mobiliado,Piscina,Playground,Quadra_de_tênis,Quadra_poliesportiva,Salão_de_festas,Sauna,Segurança_24h,Sistema_de_alarme,Spa,Varanda
14909,ce,fortaleza,650.0,50.0,0.0,60.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,pi,teresina,750.0,0.0,0.0,40.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13973,pr,curitiba,2300.0,1111.0,97.0,100.0,3.0,2.0,3.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
10139,ba,salvador,5500.0,0.0,0.0,142.0,4.0,2.0,3.0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1
16818,pe,recife,1700.0,600.0,0.0,60.0,2.0,1.0,2.0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1
10491,sc,florianopolis,2000.0,526.0,166.0,90.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
17583,pe,recife,3500.0,0.0,0.0,200.0,5.0,2.0,4.0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
19002,rn,natal,1500.0,317.0,0.0,80.0,4.0,1.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
19422,es,vitoria,2700.0,700.0,0.0,100.0,2.0,2.0,2.0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1
8400,go,goiania,1870.0,0.0,0.0,31.0,1.0,1.0,1.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
13059,rs,porto-alegre,3000.0,400.0,234.0,100.0,3.0,1.0,2.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18953,rn,natal,4000.0,0.0,0.0,92.0,3.0,2.0,3.0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
11978,al,maceio,550.0,150.0,0.0,50.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
12963,rs,porto-alegre,800.0,180.0,372.0,45.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4893,sp,sao-paulo,2360.0,680.0,0.0,78.0,3.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
8720,ba,salvador,1200.0,250.0,50.0,75.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8971,ba,salvador,2400.0,0.0,90.0,51.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,mg,belo horizonte,600.0,235.0,29.0,45.0,2.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5176,sp,sao-paulo,2200.0,640.0,100.0,59.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10153,ba,salvador,690.0,470.0,38.0,45.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,am,manaus,5000.0,1500.0,0.0,190.0,3.0,3.0,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
18140,pb,joao-pessoa,1200.0,306.0,0.0,50.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1687,ro,porto-velho,3400.0,1100.0,0.0,127.0,4.0,2.0,3.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
8498,go,goiania,1108.0,695.0,30.0,32.0,1.0,2.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
18740,rn,natal,1600.0,550.0,220.0,60.0,2.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1992,am,manaus,1000.0,120.0,0.0,42.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
10524,sc,florianopolis,2500.0,633.0,190.0,90.0,3.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
15354,ce,fortaleza,1000.0,300.0,160.0,52.0,2.0,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15619,ce,fortaleza,1800.0,849.0,1052.0,98.0,1.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1
17170,pe,recife,2500.0,0.0,0.0,53.0,2.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15333,ce,fortaleza,800.0,250.0,0.0,93.0,4.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6117,rj,rio-de-janeiro,1300.0,560.0,0.0,75.0,2.0,1.0,1.0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,mt,cuiaba,800.0,0.0,0.0,35.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6567,rj,rio-de-janeiro,1800.0,360.0,100.0,41.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18518,se,aracaju,700.0,1100.0,1.0,85.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
5670,pi,teresina,1300.0,0.0,0.0,60.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9296,ba,salvador,2500.0,652.0,65.0,60.0,1.0,1.0,1.0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
13837,pr,curitiba,1100.0,388.0,43.0,45.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2810,df,brasilia,1150.0,299.0,66.0,25.0,1.0,1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8949,ba,salvador,2500.0,0.0,0.0,60.0,2.0,1.0,2.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5492,pi,teresina,1500.0,0.0,0.0,100.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13633,pr,curitiba,1300.0,340.0,53.0,57.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
16627,pe,recife,3000.0,0.0,0.0,55.0,2.0,1.0,2.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
574,mg,belo horizonte,1300.0,595.0,1881.0,70.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
8449,go,goiania,1000.0,0.0,500.0,55.0,2.0,1.0,1.0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0
17688,pe,recife,1500.0,588.0,0.0,32.0,1.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17102,pe,recife,3673.0,0.0,0.0,94.0,3.0,2.0,3.0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
9232,ba,salvador,1100.0,342.0,0.0,47.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
17598,pe,recife,3000.0,0.0,0.0,90.0,2.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15578,ce,fortaleza,1400.0,850.0,127.0,103.0,3.0,2.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3625,mt,cuiaba,3200.0,1275.0,0.0,294.0,4.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
17541,pe,recife,2900.0,0.0,0.0,40.0,1.0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17026,pe,recife,1100.0,350.0,98.0,64.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18666,se,aracaju,950.0,0.0,0.0,80.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8695,ba,salvador,3400.0,897.0,400.0,138.0,4.0,3.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1
6354,rj,rio-de-janeiro,2700.0,687.0,270.0,111.0,3.0,2.0,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
10514,sc,florianopolis,1900.0,673.0,181.0,95.0,3.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
16081,ce,fortaleza,650.0,0.0,0.0,60.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,mg,belo horizonte,3600.0,642.0,315.0,81.0,2.0,2.0,3.0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1
2248,ms,campo-grande,650.0,480.0,0.0,68.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5616,pi,teresina,1000.0,420.0,22.0,71.0,3.0,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
8564,go,goiania,580.0,0.0,0.0,35.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18629,se,aracaju,1150.0,296.0,107.0,70.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16568,pe,recife,2500.0,0.0,0.0,87.0,3.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8118,go,goiania,2800.0,198.0,804.0,41.0,1.0,1.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5303,sp,sao-paulo,2300.0,1455.0,438.0,135.0,4.0,2.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
4052,sp,sao-paulo,2600.0,390.0,180.0,42.0,1.0,1.0,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
12129,al,maceio,1400.0,325.0,0.0,42.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10923,sc,florianopolis,490.0,500.0,680.0,68.0,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12850,rs,porto-alegre,2350.0,350.0,4.0,74.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18042,pb,joao-pessoa,700.0,0.0,0.0,78.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,sp,sao-paulo,1900.0,464.0,100.0,31.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0
997,mg,belo horizonte,1900.0,480.0,157.0,50.0,1.0,1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4332,sp,sao-paulo,2000.0,290.0,43.0,36.0,1.0,1.0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9368,ba,salvador,1300.0,535.0,60.0,47.0,1.0,1.0,1.0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
11586,sc,florianopolis,1730.0,605.0,103.0,80.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
551,mg,belo horizonte,1390.0,220.0,80.0,65.0,2.0,1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17641,pe,recife,2700.0,0.0,0.0,132.0,3.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
4372,sp,sao-paulo,4500.0,755.0,271.0,95.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
3497,mt,cuiaba,2000.0,1190.0,310.0,135.0,3.0,2.0,3.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
12779,rs,porto-alegre,1000.0,565.0,1320.0,80.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12340,rs,porto-alegre,2999.0,700.0,196.0,97.0,3.0,2.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8032,go,goiania,750.0,185.0,0.0,80.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,mg,belo horizonte,1200.0,275.0,59.0,74.0,2.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18052,pb,joao-pessoa,1600.0,715.0,0.0,101.0,3.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
15696,ce,fortaleza,600.0,228.0,0.0,53.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0
19614,es,vitoria,8500.0,2300.0,0.0,260.0,4.0,2.0,6.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
15127,ce,fortaleza,1150.0,120.0,0.0,50.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
693,mg,belo horizonte,3800.0,790.0,290.0,150.0,4.0,2.0,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10725,sc,florianopolis,2200.0,506.0,237.0,70.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5011,sp,sao-paulo,2500.0,688.0,72.0,52.0,2.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0
3443,mt,cuiaba,2000.0,1276.0,1846.0,137.0,3.0,2.0,4.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
9174,ba,salvador,3350.0,1140.0,130.0,105.0,3.0,2.0,4.0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
11501,sc,florianopolis,1430.0,0.0,0.0,160.0,3.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
4175,sp,sao-paulo,3200.0,900.0,315.0,86.0,2.0,2.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4222,sp,sao-paulo,1400.0,400.0,125.0,60.0,2.0,1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8283,go,goiania,950.0,368.0,0.0,54.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10458,sc,florianopolis,1650.0,0.0,66.0,80.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18054,pb,joao-pessoa,2500.0,0.0,0.0,73.0,3.0,2.0,1.0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
14982,ce,fortaleza,1500.0,650.0,62.0,70.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
18990,rn,natal,500.0,150.0,60.0,57.0,2.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,mg,belo horizonte,2400.0,548.0,154.0,100.0,3.0,2.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18952,rn,natal,750.0,340.0,10986.0,75.0,3.0,1.0,2.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
11529,sc,florianopolis,550.0,0.0,0.0,76.0,2.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5497,pi,teresina,500.0,140.0,0.0,48.0,2.0,1.0,1.0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0
15426,ce,fortaleza,650.0,350.0,0.0,70.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
4016,sp,sao-paulo,2900.0,500.0,100.0,55.0,2.0,1.0,2.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3626,mt,cuiaba,750.0,660.0,0.0,70.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16782,pe,recife,3500.0,0.0,0.0,150.0,4.0,2.0,4.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
445,mg,belo horizonte,1854.0,800.0,197.0,80.0,2.0,1.0,3.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6752,rj,rio-de-janeiro,650.0,681.0,0.0,61.0,2.0,1.0,1.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5111,sp,sao-paulo,3363.0,839.0,187.0,70.0,2.0,1.0,1.0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3555,mt,cuiaba,900.0,400.0,96.0,90.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10386,sc,florianopolis,350.0,0.0,0.0,110.0,2.0,1.0,3.0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
7338,pa,belem,2700.0,0.0,0.0,84.0,3.0,1.0,3.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
3367,mt,cuiaba,1400.0,600.0,127.0,96.0,3.0,2.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
16219,pe,recife,2400.0,0.0,0.0,52.0,2.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11059,sc,florianopolis,550.0,0.0,0.0,90.0,2.0,1.0,2.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2526,df,brasilia,1400.0,426.0,53.0,60.0,2.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15689,ce,fortaleza,1800.0,994.0,98.0,92.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
13064,rs,porto-alegre,1800.0,380.0,65.0,75.0,2.0,2.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1168,mg,belo horizonte,2000.0,1200.0,0.0,129.0,3.0,2.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4144,sp,sao-paulo,2200.0,533.0,105.0,50.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7892,go,goiania,1000.0,330.0,670.0,75.0,3.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8276,go,goiania,550.0,0.0,0.0,45.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3149,mt,cuiaba,2800.0,600.0,0.0,115.0,3.0,3.0,3.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
14235,pr,curitiba,2900.0,602.0,82.0,94.0,3.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,mg,belo horizonte,2790.0,300.0,100.0,120.0,3.0,2.0,2.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6747,rj,rio-de-janeiro,1200.0,291.0,58.0,40.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
9408,ba,salvador,900.0,590.0,60.0,60.0,1.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
7572,pa,belem,3000.0,1150.0,300.0,160.0,3.0,2.0,5.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
19206,rn,natal,3700.0,0.0,0.0,300.0,4.0,2.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
1467,mg,belo horizonte,1280.0,300.0,88.0,73.0,3.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8154,go,goiania,1200.0,507.0,50.0,55.0,2.0,1.0,2.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
16814,pe,recife,3000.0,0.0,0.0,41.0,1.0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
6537,rj,rio-de-janeiro,2100.0,716.0,156.0,63.0,2.0,1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12153,rs,porto-alegre,1500.0,380.0,98.0,60.0,2.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
452,mg,belo horizonte,1500.0,532.0,134.0,90.0,3.0,1.0,3.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
18171,pb,joao-pessoa,2100.0,0.0,0.0,88.0,3.0,2.0,1.0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0
4137,sp,sao-paulo,5000.0,890.0,115.0,70.0,2.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3039,df,brasilia,900.0,100.0,96.0,52.0,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4150,sp,sao-paulo,1350.0,360.0,135.0,60.0,2.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
13256,rs,porto-alegre,1400.0,250.0,89.0,44.0,1.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13027,rs,porto-alegre,850.0,381.0,504.0,57.0,2.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
16160,ce,fortaleza,1300.0,1350.0,0.0,145.0,3.0,2.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
579,mg,belo horizonte,3200.0,480.0,285.0,115.0,3.0,2.0,3.0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6571,rj,rio-de-janeiro,850.0,760.0,16.0,70.0,2.0,1.0,2.0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
12024,al,maceio,700.0,350.0,85.0,71.0,3.0,17.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
